Surah,Ayah,WordWithSmallMeem
12,100,سُجَّدًۭا
12,100,حَقًّۭا
12,100,لَطِيفٌۭ
12,101,مُسْلِمًۭا
12,104,ذِكْرٌۭ
12,107,غَـٰشِيَةٌۭ
12,107,بَغْتَةًۭ
12,109,رِجَالًۭا
12,109,خَيْرٌۭ
12,111,عِبْرَةٌۭ
12,111,حَدِيثًۭا
12,111,وَهُدًۭى
12,111,وَرَحْمَةًۭ
13,2,كُلٌّۭ
13,2,مُّسَمًّۭى
13,3,وَأَنْهَـٰرًۭا
13,4,قِطَعٌۭ
13,4,مُّتَجَـٰوِرَٰتٌۭ
13,4,وَجَنَّـٰتٌۭ
13,4,وَزَرْعٌۭ
13,4,وَنَخِيلٌۭ
13,4,صِنْوَانٌۭ
13,5,فَعَجَبٌۭ
13,7,ءَايَةٌۭ
13,7,مُنذِرٌۭ
13,10,سَوَآءٌۭ
13,10,مُسْتَخْفٍۭ
13,11,مُعَقِّبَـٰتٌۭ
13,11,سُوٓءًۭا
13,12,خَوْفًۭا
13,12,وَطَمَعًۭا
13,15,طَوْعًۭا
13,15,وَكَرْهًۭا
13,16,نَفْعًۭا
13,16,ضَرًّۭا
13,17,مَآءًۭ
13,17,زَبَدًۭا
13,17,رَّابِيًۭا
13,17,زَبَدٌۭ
13,17,جُفَآءًۭ
13,18,جَمِيعًۭا
13,22,سِرًّۭا
13,22,وَعَلَانِيَةًۭ
13,26,مَتَـٰعٌۭ
13,27,ءَايَةٌۭ
13,30,أُمَمٌۭ
13,31,قُرْءَانًۭا
13,31,جَمِيعًۭا
13,31,قَرِيبًۭا
13,33,نَفْسٍۭ
13,34,عَذَابٌۭ
13,35,دَآئِمٌۭ
13,37,عَرَبِيًّۭا
13,38,رُسُلًۭا
13,38,أَزْوَٰجًۭا
13,38,وَذُرِّيَّةًۭ
13,38,كِتَابٌۭ
13,42,جَمِيعًۭا
13,43,مُرْسَلًۭا
14,2,وَوَيْلٌۭ
14,3,ضَلَـٰلٍۭ
14,6,بَلَآءٌۭ
14,6,عَظِيمٌۭ
14,7,لَشَدِيدٌۭ
14,8,جَمِيعًۭا
14,10,شَكٌّۭ
14,10,مُّسَمًّۭى
14,10,بَشَرٌۭ
14,11,بَشَرٌۭ
14,17,غَلِيظٌۭ
14,21,جَمِيعًۭا
14,21,تَبَعًۭا
14,22,أَلِيمٌۭ
14,24,مَثَلًۭا
14,24,كَلِمَةًۭ
14,24,طَيِّبَةًۭ
14,24,ثَابِتٌۭ
14,25,حِينٍۭ
14,28,كُفْرًۭا
14,30,أَندَادًۭا
14,31,سِرًّۭا
14,31,وَعَلَانِيَةًۭ
14,31,يَوْمٌۭ
14,31,بَيْعٌۭ
14,32,مَآءًۭ
14,32,رِزْقًۭا
14,34,لَظَلُومٌۭ
14,34,كَفَّارٌۭ
14,35,ءَامِنًۭا
14,36,كَثِيرًۭا
14,36,غَفُورٌۭ
14,36,رَّحِيمٌۭ
14,37,أَفْـِٔدَةًۭ
14,43,هَوَآءٌۭ
14,47,عَزِيزٌۭ
14,52,بَلَـٰغٌۭ
14,52,إِلَـٰهٌۭ
14,52,وَٰحِدٌۭ
15,4,كِتَابٌۭ
15,4,مَّعْلُومٌۭ
15,6,لَمَجْنُونٌۭ
15,8,إِذًۭا
15,14,بَابًۭا
15,15,قَوْمٌۭ
15,16,بُرُوجًۭا
15,18,شِهَابٌۭ
15,18,مُّبِينٌۭ
15,22,مَآءًۭ
15,25,عَلِيمٌۭ
15,28,بَشَرًۭا
15,34,رَجِيمٌۭ
15,44,جُزْءٌۭ
15,48,نَصَبٌۭ
15,52,سَلَـٰمًۭا
15,62,قَوْمٌۭ
15,65,أَحَدٌۭ
15,66,مَقْطُوعٌۭ
15,74,حِجَارَةًۭ
15,77,لَـَٔايَةًۭ
15,85,لَـَٔاتِيَةٌۭ
15,87,سَبْعًۭا
15,88,أَزْوَٰجًۭا
16,4,خَصِيمٌۭ
16,4,مُّبِينٌۭ
16,5,دِفْءٌۭ
16,7,لَرَءُوفٌۭ
16,7,رَّحِيمٌۭ
16,8,وَزِينَةًۭ
16,9,جَآئِرٌۭ
16,10,مَآءًۭ
16,10,شَرَابٌۭ
16,10,شَجَرٌۭ
16,11,لَـَٔايَةًۭ
16,13,لَـَٔايَةًۭ
16,14,لَحْمًۭا
16,14,طَرِيًّۭا
16,14,حِلْيَةًۭ
16,15,وَأَنْهَـٰرًۭا
16,15,وَسُبُلًۭا
16,18,لَغَفُورٌۭ
16,18,رَّحِيمٌۭ
16,20,شَيْـًۭٔا
16,22,إِلَـٰهٌۭ
16,22,وَٰحِدٌۭ
16,22,مُّنكِرَةٌۭ
16,25,كَامِلَةًۭ
16,28,سُوٓءٍۭ
16,30,خَيْرًۭا
16,30,حَسَنَةٌۭ
16,30,خَيْرٌۭ
16,38,حَقًّۭا
16,41,حَسَنَةًۭ
16,43,رِجَالًۭا
16,47,لَرَءُوفٌۭ
16,48,سُجَّدًۭا
16,51,إِلَـٰهٌۭ
16,51,وَٰحِدٌۭ
16,54,فَرِيقٌۭ
16,56,نَصِيبًۭا
16,58,مُسْوَدًّۭا
16,58,كَظِيمٌۭ
16,61,مُّسَمًّۭى
16,61,سَاعَةًۭ
16,63,أَلِيمٌۭ
16,64,وَهُدًۭى
16,64,وَرَحْمَةًۭ
16,65,مَآءًۭ
16,65,لَـَٔايَةًۭ
16,66,لَعِبْرَةًۭ
16,66,خَالِصًۭا
16,66,سَآئِغًۭا
16,67,سَكَرًۭا
16,67,لَـَٔايَةًۭ
16,68,بُيُوتًۭا
16,69,ذُلُلًۭا
16,69,شَرَابٌۭ
16,69,شِفَآءٌۭ
16,69,لَـَٔايَةًۭ
16,70,عَلِيمٌۭ
16,70,قَدِيرٌۭ
16,72,أَزْوَٰجًۭا
16,72,وَحَفَدَةًۭ
16,73,رِزْقًۭا
16,73,شَيْـًۭٔا
16,75,عَبْدًۭا
16,75,مَّمْلُوكًۭا
16,75,حَسَنًۭا
16,75,سِرًّۭا
16,76,مَثَلًۭا
16,77,قَدِيرٌۭ
16,78,شَيْـًۭٔا
16,80,سَكَنًۭا
16,80,بُيُوتًۭا
16,80,أَثَـٰثًۭا
16,81,ظِلَـٰلًۭا
16,81,أَكْنَـٰنًۭا
16,84,شَهِيدًۭا
16,88,عَذَابًۭا
16,89,تِبْيَـٰنًۭا
16,89,وَهُدًۭى
16,89,وَرَحْمَةًۭ
16,92,أَنكَـٰثًۭا
16,93,أُمَّةًۭ
16,93,وَٰحِدَةًۭ
16,94,عَظِيمٌۭ
16,95,ثَمَنًۭا
16,95,خَيْرٌۭ
16,97,صَـٰلِحًۭا
16,97,مُؤْمِنٌۭ
16,97,حَيَوٰةًۭ
16,97,طَيِّبَةًۭ
16,101,ءَايَةًۭ
16,101,مُفْتَرٍۭ
16,102,وَهُدًۭى
16,103,بَشَرٌۭ
16,103,أَعْجَمِىٌّۭ
16,103,عَرَبِىٌّۭ
16,106,صَدْرًۭا
16,106,غَضَبٌۭ
16,106,عَظِيمٌۭ
16,110,لَغَفُورٌۭ
16,110,رَّحِيمٌۭ
16,112,مَثَلًۭا
16,112,قَرْيَةًۭ
16,112,ءَامِنَةًۭ
16,112,مُّطْمَئِنَّةًۭ
16,112,رَغَدًۭا
16,113,رَسُولٌۭ
16,114,حَلَـٰلًۭا
16,114,طَيِّبًۭا
16,115,غَفُورٌۭ
16,115,رَّحِيمٌۭ
16,116,حَلَـٰلٌۭ
16,116,حَرَامٌۭ
16,117,مَتَـٰعٌۭ
16,117,قَلِيلٌۭ
16,117,أَلِيمٌۭ
16,119,لَغَفُورٌۭ
16,120,أُمَّةًۭ
16,120,قَانِتًۭا
16,120,حَنِيفًۭا
16,121,شَاكِرًۭا
16,122,حَسَنَةًۭ
16,123,حَنِيفًۭا
16,126,خَيْرٌۭ
17,1,لَيْلًۭا
17,2,هُدًۭى
17,2,وَكِيلًۭا
17,3,عَبْدًۭا
17,3,شَكُورًۭا
17,4,عُلُوًّۭا
17,4,كَبِيرًۭا
17,5,عِبَادًۭا
17,5,وَعْدًۭا
17,5,مَّفْعُولًۭا
17,9,أَجْرًۭا
17,9,كَبِيرًۭا
17,10,أَلِيمًۭا
17,11,عَجُولًۭا
17,12,مُبْصِرَةًۭ
17,12,فَضْلًۭا
17,12,تَفْصِيلًۭا
17,13,كِتَـٰبًۭا
17,14,حَسِيبًۭا
17,15,وَازِرَةٌۭ
17,15,رَسُولًۭا
17,16,تَدْمِيرًۭا
17,17,بَصِيرًۭا
17,18,مَذْمُومًۭا
17,18,مَّدْحُورًۭا
17,19,مُؤْمِنٌۭ
17,19,مَّشْكُورًۭا
17,20,كُلًّۭا
17,21,تَفْضِيلًۭا
17,22,مَذْمُومًۭا
17,22,مَّخْذُولًۭا
17,23,قَوْلًۭا
17,23,كَرِيمًۭا
17,24,صَغِيرًۭا
17,25,غَفُورًۭا
17,27,كَفُورًۭا
17,28,قَوْلًۭا
17,28,مَّيْسُورًۭا
17,29,مَلُومًۭا
17,30,بَصِيرًۭا
17,31,خِطْـًۭٔا
17,31,كَبِيرًۭا
17,32,فَـٰحِشَةًۭ
17,32,سَبِيلًۭا
17,33,مَظْلُومًۭا
17,33,سُلْطَـٰنًۭا
17,33,مَنصُورًۭا
17,34,مَسْـُٔولًۭا
17,35,خَيْرٌۭ
17,35,تَأْوِيلًۭا
17,36,مَسْـُٔولًۭا
17,37,طُولًۭا
17,38,مَكْرُوهًۭا
17,39,مَلُومًۭا
17,40,عَظِيمًۭا
17,41,نُفُورًۭا
17,42,ءَالِهَةٌۭ
17,42,إِذًۭا
17,42,سَبِيلًۭا
17,43,عُلُوًّۭا
17,43,كَبِيرًۭا
17,44,غَفُورًۭا
17,45,حِجَابًۭا
17,45,مَّسْتُورًۭا
17,46,وَقْرًۭا
17,46,نُفُورًۭا
17,47,رَجُلًۭا
17,48,سَبِيلًۭا
17,49,عِظَـٰمًۭا
17,49,خَلْقًۭا
17,49,جَدِيدًۭا
17,51,خَلْقًۭا
17,51,قَرِيبًۭا
17,52,قَلِيلًۭا
17,53,عَدُوًّۭا
17,53,مُّبِينًۭا
17,54,وَكِيلًۭا
17,55,زَبُورًۭا
17,57,مَحْذُورًۭا
17,58,عَذَابًۭا
17,58,شَدِيدًۭا
17,58,مَسْطُورًۭا
17,59,مُبْصِرَةًۭ
17,59,تَخْوِيفًۭا
17,60,فِتْنَةًۭ
17,60,طُغْيَـٰنًۭا
17,60,كَبِيرًۭا
17,61,طِينًۭا
17,62,قَلِيلًۭا
17,63,جَزَآءًۭ
17,63,مَّوْفُورًۭا
17,65,سُلْطَـٰنٌۭ
17,65,وَكِيلًۭا
17,66,رَحِيمًۭا
17,68,حَاصِبًۭا
17,69,قَاصِفًۭا
17,69,تَبِيعًۭا
17,70,تَفْضِيلًۭا
17,71,أُنَاسٍۭ
17,71,فَتِيلًۭا
17,72,سَبِيلًۭا
17,73,وَإِذًۭا
17,73,خَلِيلًۭا
17,74,شَيْـًۭٔا
17,75,إِذًۭا
17,75,نَصِيرًۭا
17,76,وَإِذًۭا
17,76,قَلِيلًۭا
17,78,مَشْهُودًۭا
17,79,نَافِلَةًۭ
17,79,مَقَامًۭا
17,79,مَّحْمُودًۭا
17,80,سُلْطَـٰنًۭا
17,80,نَّصِيرًۭا
17,81,زَهُوقًۭا
17,82,شِفَآءٌۭ
17,82,وَرَحْمَةٌۭ
17,82,خَسَارًۭا
17,83,يَـُٔوسًۭا
17,84,كُلٌّۭ
17,84,سَبِيلًۭا
17,85,قَلِيلًۭا
17,87,رَحْمَةًۭ
17,87,كَبِيرًۭا
17,88,ظَهِيرًۭا
17,89,كُفُورًۭا
17,91,جَنَّةٌۭ
17,93,بَيْتٌۭ
17,93,كِتَـٰبًۭا
17,93,بَشَرًۭا
17,93,رَّسُولًۭا
17,94,بَشَرًۭا
17,94,رَّسُولًۭا
17,95,مَلَـٰٓئِكَةٌۭ
17,95,مَلَكًۭا
17,95,رَّسُولًۭا
17,96,بَصِيرًۭا
17,97,عُمْيًۭا
17,97,وَبُكْمًۭا
17,97,وَصُمًّۭا
17,97,سَعِيرًۭا
17,98,عِظَـٰمًۭا
17,98,خَلْقًۭا
17,99,أَجَلًۭا
17,99,كُفُورًۭا
17,100,إِذًۭا
17,100,قَتُورًۭا
17,101,ءَايَـٰتٍۭ
17,101,مَسْحُورًۭا
17,102,مَثْبُورًۭا
17,103,جَمِيعًۭا
17,104,لَفِيفًۭا
17,105,مُبَشِّرًۭا
17,105,وَنَذِيرًۭا
17,106,وَقُرْءَانًۭا
17,106,تَنزِيلًۭا
17,107,سُجَّدًۭا
17,108,لَمَفْعُولًۭا
17,109,خُشُوعًۭا
17,110,أَيًّۭا
17,110,سَبِيلًۭا
17,111,وَلَدًۭا
17,111,شَرِيكٌۭ
17,111,وَلِىٌّۭ
18,2,قَيِّمًۭا
18,2,بَأْسًۭا
18,2,شَدِيدًۭا
18,2,حَسَنًۭا
18,3,أَبَدًۭا
18,4,وَلَدًۭا
18,5,كَلِمَةًۭ
18,5,كَذِبًۭا
18,6,بَـٰخِعٌۭ
18,7,زِينَةًۭ
18,7,عَمَلًۭا
18,8,صَعِيدًۭا
18,10,رَحْمَةًۭ
18,10,رَشَدًۭا
18,11,عَدَدًۭا
18,12,أَمَدًۭا
18,13,هُدًۭى
18,14,إِلَـٰهًۭا
18,14,إِذًۭا
18,15,ءَالِهَةًۭ
18,15,بِسُلْطَـٰنٍۭ
18,15,كَذِبًۭا
18,16,مِّرْفَقًۭا
18,17,وَلِيًّۭا
18,17,مُّرْشِدًۭا
18,18,أَيْقَاظًۭا
18,18,رُقُودٌۭ
18,18,بَـٰسِطٌۭ
18,18,فِرَارًۭا
18,18,رُعْبًۭا
18,19,قَآئِلٌۭ
18,19,طَعَامًۭا
18,20,أَبَدًۭا
18,21,حَقٌّۭ
18,21,بُنْيَـٰنًۭا
18,21,مَّسْجِدًۭا
18,22,ثَلَـٰثَةٌۭ
18,22,خَمْسَةٌۭ
18,22,سَبْعَةٌۭ
18,22,قَلِيلٌۭ
18,22,مِرَآءًۭ
18,22,ظَـٰهِرًۭا
18,22,أَحَدًۭا
18,23,فَاعِلٌۭ
18,24,رَشَدًۭا
18,25,تِسْعًۭا
18,26,أَحَدًۭا
18,27,مُلْتَحَدًۭا
18,28,فُرُطًۭا
18,31,خُضْرًۭا
18,31,مُرْتَفَقًۭا
18,32,مَّثَلًۭا
18,32,زَرْعًۭا
18,33,شَيْـًۭٔا
18,33,نَهَرًۭا
18,34,ثَمَرٌۭ
18,34,مَالًۭا
18,34,نَفَرًۭا
18,35,ظَالِمٌۭ
18,35,أَبَدًۭا
18,36,قَآئِمَةًۭ
18,36,خَيْرًۭا
18,36,مُنقَلَبًۭا
18,37,رَجُلًۭا
18,38,أَحَدًۭا
18,39,مَالًۭا
18,39,وَوَلَدًۭا
18,40,خَيْرًۭا
18,40,حُسْبَانًۭا
18,40,صَعِيدًۭا
18,41,غَوْرًۭا
18,41,طَلَبًۭا
18,42,أَحَدًۭا
18,43,فِئَةٌۭ
18,44,خَيْرٌۭ
18,44,ثَوَابًۭا
18,44,عُقْبًۭا
18,45,هَشِيمًۭا
18,46,ثَوَابًۭا
18,46,أَمَلًۭا
18,47,بَارِزَةًۭ
18,47,أَحَدًۭا
18,48,صَفًّۭا
18,48,مَرَّةٍۭ
18,48,مَّوْعِدًۭا
18,49,صَغِيرَةًۭ
18,49,حَاضِرًۭا
18,49,أَحَدًۭا
18,50,بَدَلًۭا
18,51,عَضُدًۭا
18,52,مَّوْبِقًۭا
18,53,مَصْرِفًۭا
18,54,جَدَلًۭا
18,55,قُبُلًۭا
18,56,هُزُوًۭا
18,57,وَقْرًۭا
18,57,أَبَدًۭا
18,58,مَّوْعِدٌۭ
18,58,مَوْئِلًۭا
18,59,مَّوْعِدًۭا
18,60,حُقُبًۭا
18,61,سَرَبًۭا
18,62,نَصَبًۭا
18,63,عَجَبًۭا
18,64,قَصَصًۭا
18,65,عَبْدًۭا
18,65,رَحْمَةًۭ
18,65,عِلْمًۭا
18,66,رُشْدًۭا
18,67,صَبْرًۭا
18,68,خُبْرًۭا
18,69,صَابِرًۭا
18,69,أَمْرًۭا
18,70,ذِكْرًۭا
18,71,إِمْرًۭا
18,72,صَبْرًۭا
18,73,عُسْرًۭا
18,74,غُلَـٰمًۭا
18,74,نَفْسًۭا
18,74,شَيْـًۭٔا
18,74,نُّكْرًۭا
18,75,صَبْرًۭا
18,76,شَىْءٍۭ
18,76,عُذْرًۭا
18,77,جِدَارًۭا
18,77,أَجْرًۭا
18,79,مَّلِكٌۭ
18,79,غَصْبًۭا
18,80,طُغْيَـٰنًۭا
18,80,وَكُفْرًۭا
18,81,خَيْرًۭا
18,81,زَكَوٰةًۭ
18,81,رُحْمًۭا
18,82,كَنزٌۭ
18,82,صَـٰلِحًۭا
18,82,رَحْمَةًۭ
18,82,صَبْرًۭا
18,84,سَبَبًۭا
18,86,قَوْمًۭا
18,86,حُسْنًۭا
18,87,عَذَابًۭا
18,87,نُّكْرًۭا
18,88,صَـٰلِحًۭا
18,88,يُسْرًۭا
18,90,سِتْرًۭا
18,91,خُبْرًۭا
18,93,قَوْمًۭا
18,93,قَوْلًۭا
18,94,سَدًّۭا
18,95,خَيْرٌۭ
18,96,نَارًۭا
18,96,قِطْرًۭا
18,97,نَقْبًۭا
18,98,رَحْمَةٌۭ
18,98,حَقًّۭا
18,99,جَمْعًۭا
18,102,نُزُلًۭا
18,105,وَزْنًۭا
18,108,حِوَلًۭا
18,109,مِدَادًۭا
18,109,مَدَدًۭا
18,110,بَشَرٌۭ
18,110,إِلَـٰهٌۭ
18,110,وَٰحِدٌۭ
18,110,عَمَلًۭا
18,110,صَـٰلِحًۭا
19,3,خَفِيًّۭا
19,4,شَيْبًۭا
19,4,شَقِيًّۭا
19,5,عَاقِرًۭا
19,5,وَلِيًّۭا
19,6,رَضِيًّۭا
19,7,سَمِيًّۭا
19,8,غُلَـٰمٌۭ
19,8,عَاقِرًۭا
19,8,عِتِيًّۭا
19,9,هَيِّنٌۭ
19,9,شَيْـًۭٔا
19,10,ءَايَةًۭ
19,10,سَوِيًّۭا
19,11,بُكْرَةًۭ
19,11,وَعَشِيًّۭا
19,12,صَبِيًّۭا
19,13,وَحَنَانًۭا
19,13,وَزَكَوٰةًۭ
19,13,تَقِيًّۭا
19,14,عَصِيًّۭا
19,15,حَيًّۭا
19,16,مَكَانًۭا
19,16,شَرْقِيًّۭا
19,17,حِجَابًۭا
19,17,بَشَرًۭا
19,17,سَوِيًّۭا
19,18,تَقِيًّۭا
19,19,غُلَـٰمًۭا
19,19,زَكِيًّۭا
19,20,غُلَـٰمٌۭ
19,20,بَشَرٌۭ
19,20,بَغِيًّۭا
19,21,هَيِّنٌۭ
19,21,ءَايَةًۭ
19,21,وَرَحْمَةًۭ
19,21,أَمْرًۭا
19,21,مَّقْضِيًّۭا
19,22,مَكَانًۭا
19,22,قَصِيًّۭا
19,23,نَسْيًۭا
19,23,مَّنسِيًّۭا
19,24,سَرِيًّۭا
19,25,رُطَبًۭا
19,25,جَنِيًّۭا
19,26,عَيْنًۭا
19,26,أَحَدًۭا
19,26,صَوْمًۭا
19,26,إِنسِيًّۭا
19,27,شَيْـًۭٔا
19,27,فَرِيًّۭا
19,28,بَغِيًّۭا
19,29,صَبِيًّۭا
19,30,نَبِيًّۭا
19,31,حَيًّۭا
19,32,جَبَّارًۭا
19,32,شَقِيًّۭا
19,33,حَيًّۭا
19,35,أَمْرًۭا
19,36,صِرَٰطٌۭ
19,36,مُّسْتَقِيمٌۭ
19,37,فَوَيْلٌۭ
19,41,صِدِّيقًۭا
19,42,شَيْـًۭٔا
19,43,صِرَٰطًۭا
19,43,سَوِيًّۭا
19,44,عَصِيًّۭا
19,45,عَذَابٌۭ
19,45,وَلِيًّۭا
19,46,مَلِيًّۭا
19,47,حَفِيًّۭا
19,48,شَقِيًّۭا
19,49,وَكُلًّۭا
19,49,نَبِيًّۭا
19,50,عَلِيًّۭا
19,51,مُخْلَصًۭا
19,51,رَسُولًۭا
19,51,نَّبِيًّۭا
19,52,نَجِيًّۭا
19,53,نَبِيًّۭا
19,54,رَسُولًۭا
19,54,نَّبِيًّۭا
19,55,مَرْضِيًّۭا
19,56,صِدِّيقًۭا
19,56,نَّبِيًّۭا
19,58,سُجَّدًۭا
19,58,وَبُكِيًّۭا
19,60,صَـٰلِحًۭا
19,60,شَيْـًۭٔا
19,61,مَأْتِيًّۭا
19,62,سَلَـٰمًۭا
19,62,بُكْرَةًۭ
19,62,وَعَشِيًّۭا
19,63,تَقِيًّۭا
19,64,نَسِيًّۭا
19,65,سَمِيًّۭا
19,67,شَيْـًۭٔا
19,68,جِثِيًّۭا
19,69,عِتِيًّۭا
19,70,صِلِيًّۭا
19,71,حَتْمًۭا
19,71,مَّقْضِيًّۭا
19,72,جِثِيًّۭا
19,73,خَيْرٌۭ
19,73,مَّقَامًۭا
19,73,نَدِيًّۭا
19,74,أَثَـٰثًۭا
19,74,وَرِءْيًۭا
19,75,شَرٌّۭ
19,75,مَّكَانًۭا
19,75,جُندًۭا
19,76,هُدًۭى
19,76,ثَوَابًۭا
19,76,وَخَيْرٌۭ
19,77,مَالًۭا
19,78,عَهْدًۭا
19,79,مَدًّۭا
19,80,فَرْدًۭا
19,81,ءَالِهَةًۭ
19,81,عِزًّۭا
19,83,أَزًّۭا
19,84,عَدًّۭا
19,85,وَفْدًۭا
19,86,وِرْدًۭا
19,87,عَهْدًۭا
19,88,وَلَدًۭا
19,89,إِدًّۭا
19,91,وَلَدًۭا
19,93,عَبْدًۭا
19,94,عَدًّۭا
19,96,وُدًّۭا
19,97,قَوْمًۭا
19,97,لُّدًّۭا
20,3,تَذْكِرَةًۭ
20,4,تَنزِيلًۭا
20,10,نَارًۭا
20,10,نَارًۭا
20,10,هُدًۭى
20,12,طُوًۭى
20,15,نَفْسٍۭ
20,20,حَيَّةٌۭ
20,27,عُقْدَةًۭ
20,29,وَزِيرًۭا
20,33,كَثِيرًۭا
20,35,بَصِيرًۭا
20,39,عَدُوٌّۭ
20,39,وَعَدُوٌّۭ
20,39,مَحَبَّةًۭ
20,40,نَفْسًۭا
20,40,فُتُونًۭا
20,44,قَوْلًۭا
20,44,لَّيِّنًۭا
20,53,مَهْدًۭا
20,53,سُبُلًۭا
20,53,مَآءًۭ
20,53,أَزْوَٰجًۭا
20,58,مَوْعِدًۭا
20,58,مَكَانًۭا
20,58,سُوًۭى
20,59,ضُحًۭى
20,61,كَذِبًۭا
20,64,صَفًّۭا
20,67,خِيفَةًۭ
20,70,سُجَّدًۭا
20,71,عَذَابًۭا
20,73,خَيْرٌۭ
20,74,مُجْرِمًۭا
20,75,مُؤْمِنًۭا
20,77,طَرِيقًۭا
20,77,يَبَسًۭا
20,77,دَرَكًۭا
20,82,لَغَفَّارٌۭ
20,82,صَـٰلِحًۭا
20,86,أَسِفًۭا
20,86,غَضَبٌۭ
20,87,أَوْزَارًۭا
20,88,عِجْلًۭا
20,88,جَسَدًۭا
20,88,خُوَارٌۭ
20,89,قَوْلًۭا
20,89,ضَرًّۭا
20,89,نَفْعًۭا
20,96,قَبْضَةًۭ
20,97,مَوْعِدًۭا
20,97,عَاكِفًۭا
20,98,عِلْمًۭا
20,99,ذِكْرًۭا
20,101,حِمْلًۭا
20,102,زُرْقًۭا
20,103,عَشْرًۭا
20,104,يَوْمًۭا
20,105,نَسْفًۭا
20,106,قَاعًۭا
20,106,صَفْصَفًۭا
20,107,عِوَجًۭا
20,107,أَمْتًۭا
20,108,هَمْسًۭا
20,109,قَوْلًۭا
20,110,عِلْمًۭا
20,111,ظُلْمًۭا
20,112,مُؤْمِنٌۭ
20,112,ظُلْمًۭا
20,112,هَضْمًۭا
20,113,عَرَبِيًّۭا
20,113,ذِكْرًۭا
20,114,عِلْمًۭا
20,115,عَزْمًۭا
20,117,عَدُوٌّۭ
20,123,عَدُوٌّۭ
20,123,هُدًۭى
20,124,مَعِيشَةًۭ
20,124,ضَنكًۭا
20,125,بَصِيرًۭا
20,129,كَلِمَةٌۭ
20,129,لِزَامًۭا
20,129,وَأَجَلٌۭ
20,129,مُّسَمًّۭى
20,131,أَزْوَٰجًۭا
20,131,خَيْرٌۭ
20,132,رِزْقًۭا
20,134,رَسُولًۭا
20,135,كُلٌّۭ
20,135,مُّتَرَبِّصٌۭ
21,3,لَاهِيَةًۭ
21,3,بَشَرٌۭ
21,5,أَحْلَـٰمٍۭ
21,5,شَاعِرٌۭ
21,7,رِجَالًۭا
21,8,جَسَدًۭا
21,10,كِتَـٰبًۭا
21,11,ظَالِمَةًۭ
21,17,لَهْوًۭا
21,18,زَاهِقٌۭ
21,21,ءَالِهَةًۭ
21,24,ءَالِهَةًۭ
21,26,وَلَدًۭا
21,26,عِبَادٌۭ
21,29,إِلَـٰهٌۭ
21,30,رَتْقًۭا
21,31,فِجَاجًۭا
21,31,سُبُلًۭا
21,32,سَقْفًۭا
21,32,مَّحْفُوظًۭا
21,33,كُلٌّۭ
21,35,فِتْنَةًۭ
21,40,بَغْتَةًۭ
21,43,ءَالِهَةٌۭ
21,46,نَفْحَةٌۭ
21,47,نَفْسٌۭ
21,47,شَيْـًۭٔا
21,48,وَضِيَآءًۭ
21,48,وَذِكْرًۭا
21,50,ذِكْرٌۭ
21,58,كَبِيرًۭا
21,60,فَتًۭى
21,66,شَيْـًۭٔا
21,69,بَرْدًۭا
21,70,كَيْدًۭا
21,72,نَافِلَةًۭ
21,72,وَكُلًّۭا
21,73,أَئِمَّةًۭ
21,74,حُكْمًۭا
21,74,وَعِلْمًۭا
21,79,حُكْمًۭا
21,79,وَعِلْمًۭا
21,81,عَاصِفَةًۭ
21,82,عَمَلًۭا
21,84,رَحْمَةًۭ
21,85,كُلٌّۭ
21,87,مُغَـٰضِبًۭا
21,89,فَرْدًۭا
21,90,رَغَبًۭا
21,90,وَرَهَبًۭا
21,91,ءَايَةًۭ
21,92,أُمَّةًۭ
21,92,وَٰحِدَةًۭ
21,94,مُؤْمِنٌۭ
21,99,ءَالِهَةًۭ
21,99,وَكُلٌّۭ
21,100,زَفِيرٌۭ
21,106,لَبَلَـٰغًۭا
21,107,رَحْمَةًۭ
21,108,إِلَـٰهٌۭ
21,108,وَٰحِدٌۭ
21,109,بَعِيدٌۭ
21,111,فِتْنَةٌۭ
22,1,عَظِيمٌۭ
22,2,شَدِيدٌۭ
22,5,مُّسَمًّۭى
22,5,طِفْلًۭا
22,5,شَيْـًۭٔا
22,5,هَامِدَةًۭ
22,5,زَوْجٍۭ
22,6,قَدِيرٌۭ
22,7,ءَاتِيَةٌۭ
22,8,هُدًۭى
22,9,خِزْىٌۭ
22,16,ءَايَـٰتٍۭ
22,18,وَكَثِيرٌۭ
22,19,ثِيَابٌۭ
22,23,وَلُؤْلُؤًۭا
22,23,حَرِيرٌۭ
22,25,بِإِلْحَادٍۭ
22,26,شَيْـًۭٔا
22,27,رِجَالًۭا
22,30,خَيْرٌۭ
22,33,مُّسَمًّۭى
22,34,مَنسَكًۭا
22,34,إِلَـٰهٌۭ
22,34,وَٰحِدٌۭ
22,36,خَيْرٌۭ
22,40,وَبِيَعٌۭ
22,40,وَصَلَوَٰتٌۭ
22,40,كَثِيرًۭا
22,42,وَعَادٌۭ
22,45,ظَالِمَةٌۭ
22,46,قُلُوبٌۭ
22,46,ءَاذَانٌۭ
22,48,ظَالِمَةٌۭ
22,49,نَذِيرٌۭ
22,49,مُّبِينٌۭ
22,50,مَّغْفِرَةٌۭ
22,50,وَرِزْقٌۭ
22,50,كَرِيمٌۭ
22,52,حَكِيمٌۭ
22,53,فِتْنَةًۭ
22,53,مَّرَضٌۭ
